"sp";"photo";"id";"codenom";"status";"taxref";"flore";"index";"family";"rank";"source";"obs";"large";"credit";"other";"...16";"...17";"attribution";"powo";"gbif";"inatid";"inat";"idphoto";"idobs";"mnhn";"tropicos";"fna";"inpn";"stat"
"Pogonatherum paniceum";"https://inaturalist-open-data.s3.amazonaws.com/photos/147854166/original.jpeg?1627845778";;;"Exotique";657501;;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/89528264";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:418497-1";"https://www.gbif.org/fr/species/4105523";327319;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=327319";"147854166";"89528264";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=pogonatherum+paniceum";"https://tropicos.org/name/Search?name=pogonatherum%20paniceum";;"https://openobs.mnhn.fr/redirect/inpn/taxa/657501?departmentInseeId=974&view=map";"Ex"
"Pogonatherum paniceum";"https://inaturalist-open-data.s3.amazonaws.com/photos/148006236/original.jpeg?1627895169";;;"Exotique";657501;;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/89528264";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:418497-1";"https://www.gbif.org/fr/species/4105523";327319;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=327319";"148006236";"89528264";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=pogonatherum+paniceum";"https://tropicos.org/name/Search?name=pogonatherum%20paniceum";;"https://openobs.mnhn.fr/redirect/inpn/taxa/657501?departmentInseeId=974&view=map";"Ex"
"Pogonatherum paniceum";"https://inaturalist-open-data.s3.amazonaws.com/photos/136239865/original.jpeg?1623665704";;;"Exotique";657501;;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/82978217";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:418497-1";"https://www.gbif.org/fr/species/4105523";327319;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=327319";"136239865";"82978217";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=pogonatherum+paniceum";"https://tropicos.org/name/Search?name=pogonatherum%20paniceum";;"https://openobs.mnhn.fr/redirect/inpn/taxa/657501?departmentInseeId=974&view=map";"Ex"
"Pogonatherum paniceum";"https://inaturalist-open-data.s3.amazonaws.com/photos/139259899/original.jpeg?1624808744";;;"Exotique";657501;;;"Poaceae";6;"inat";"https://www.inaturalist.org/observations/84712575";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:418497-1";"https://www.gbif.org/fr/species/4105523";327319;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=327319";"139259899";"84712575";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=pogonatherum+paniceum";"https://tropicos.org/name/Search?name=pogonatherum%20paniceum";;"https://openobs.mnhn.fr/redirect/inpn/taxa/657501?departmentInseeId=974&view=map";"Ex"
"Pogonatherum paniceum";"https://inaturalist-open-data.s3.amazonaws.com/photos/142569583/original.jpeg?1625997443";;;"Exotique";657501;;;"Poaceae";7;"inat";"https://www.inaturalist.org/observations/86533541";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:418497-1";"https://www.gbif.org/fr/species/4105523";327319;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=327319";"142569583";"86533541";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=pogonatherum+paniceum";"https://tropicos.org/name/Search?name=pogonatherum%20paniceum";;"https://openobs.mnhn.fr/redirect/inpn/taxa/657501?departmentInseeId=974&view=map";"Ex"
"Polypogon fugax";"https://inaturalist-open-data.s3.amazonaws.com/photos/170845008/original.jpeg";"L'espèce n'est pas mentionnée pour la Réunion dans la Flore des Mascareignes ou dans l'index du CBN-CPIE Mascarin. Pourrait aussi être P. interruptus ou encore P. monspeliensis, mais les arêtes semblent trop courtes pour ce dernier. Identification à confirmer...";;"Exotique";;;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/102230018";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:418681-1";"https://www.gbif.org/fr/species/5289912";405144;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=405144";"170845008";"102230018";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=polypogon+fugax";"https://tropicos.org/name/Search?name=polypogon%20fugax";"http://floranorthamerica.org/Polypogon_fugax";;"Ex"
"Polypogon fugax";"https://inaturalist-open-data.s3.amazonaws.com/photos/170845021/original.jpeg";;;"Exotique";;;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/102230018";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:418681-1";"https://www.gbif.org/fr/species/5289912";405144;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=405144";"170845021";"102230018";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=polypogon+fugax";"https://tropicos.org/name/Search?name=polypogon%20fugax";"http://floranorthamerica.org/Polypogon_fugax";;"Ex"
"Polypogon fugax";"https://inaturalist-open-data.s3.amazonaws.com/photos/170844725/original.jpeg";;;"Exotique";;;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/102229862";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:418681-1";"https://www.gbif.org/fr/species/5289912";405144;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=405144";"170844725";"102229862";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=polypogon+fugax";"https://tropicos.org/name/Search?name=polypogon%20fugax";"http://floranorthamerica.org/Polypogon_fugax";;"Ex"
"Polypogon fugax";"https://inaturalist-open-data.s3.amazonaws.com/photos/170844743/original.jpeg";;;"Exotique";;;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/102229862";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:418681-1";"https://www.gbif.org/fr/species/5289912";405144;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=405144";"170844743";"102229862";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=polypogon+fugax";"https://tropicos.org/name/Search?name=polypogon%20fugax";"http://floranorthamerica.org/Polypogon_fugax";;"Ex"
"Polypogon fugax";"https://inaturalist-open-data.s3.amazonaws.com/photos/170845143/original.jpeg";;;"Exotique";;;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/102230018";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:418681-1";"https://www.gbif.org/fr/species/5289912";405144;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=405144";"170845143";"102230018";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=polypogon+fugax";"https://tropicos.org/name/Search?name=polypogon%20fugax";"http://floranorthamerica.org/Polypogon_fugax";;"Ex"
"Polypogon fugax";"https://inaturalist-open-data.s3.amazonaws.com/photos/170844858/original.jpeg";;;"Exotique";;;;"Poaceae";6;"inat";"https://www.inaturalist.org/observations/102229862";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:418681-1";"https://www.gbif.org/fr/species/5289912";405144;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=405144";"170844858";"102229862";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=polypogon+fugax";"https://tropicos.org/name/Search?name=polypogon%20fugax";"http://floranorthamerica.org/Polypogon_fugax";;"Ex"
"Polypogon fugax";"https://inaturalist-open-data.s3.amazonaws.com/photos/170845098/original.jpeg";;;"Exotique";;;;"Poaceae";7;"inat";"https://www.inaturalist.org/observations/102230018";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:418681-1";"https://www.gbif.org/fr/species/5289912";405144;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=405144";"170845098";"102230018";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=polypogon+fugax";"https://tropicos.org/name/Search?name=polypogon%20fugax";"http://floranorthamerica.org/Polypogon_fugax";;"Ex"
"Polypogon viridis";"https://inaturalist-open-data.s3.amazonaws.com/photos/100857160/original.jpg?1603031772";;;"Exotique";115031;;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/62897683";;;;;;"(c) Dave Richardson, some rights reserved (CC BY)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:418741-1";"https://www.gbif.org/fr/species/5289919";64144;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=64144";"100857160";"62897683";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=polypogon+viridis";"https://tropicos.org/name/Search?name=polypogon%20viridis";"http://floranorthamerica.org/Polypogon_viridis";"https://openobs.mnhn.fr/redirect/inpn/taxa/115031?departmentInseeId=974&view=map";"Ex"
